criminal_id,first_name,last_name,dob,gender,address,aadhaar_number
124,Rajesh,Hassan,1987-12-08,Male,"917, Church Street, Kolkata - 362779",281694831414
125,Disha,Malik,1990-03-21,Other,"547, Indiranagar, Guwahati - 772125",796627812257
126,Usha,Venkat,1998-03-22,Other,"924, Sector 18, Meerut - 983457",749264347369
127,Aditya,Rao,1955-01-03,Male,"790, Nehru Place, Vadodara - 782760",722443538576
128,Anaya,Ali,1981-10-21,Other,"911, Golf Course Road, Dehradun - 403743",942719005116
129,Rudra,Parekh,1956-11-13,Male,"75, Anna Nagar, Hyderabad - 265760",629578461757
130,Nisha,Goyal,1978-04-11,Female,"321, Howrah, Udaipur - 434828",557154624621
131,Priya,Garg,1999-06-17,Female,"327, Commercial Street, Madurai - 228474",481654132689
132,Ivan,Desai,1998-02-02,Male,"885, Cyber City, Ghaziabad - 360331",595070021138
133,Sunita,Yadav,1948-10-24,Female,"782, Hennur, Trivandrum - 639729",275674087343
134,Smita,Ahmed,1976-01-03,Female,"469, Commercial Street, Bhopal - 711681",647465802270
135,Kush,Warrier,1989-08-20,Male,"670, Sohna Road, Kochi - 399629",153055280441
136,Darsh,Venkat,1980-03-29,Male,"375, Tambaram, Thane - 483714",110895003819
137,Mukesh,Ansari,1971-09-07,Male,"296, BTM Layout, Surat - 628751",538280978812
138,Usha,Mittal,1990-10-22,Other,"132, Malleswaram, Thane - 491327",939452880035
139,Nisha,Ahmed,1959-03-07,Female,"412, Rohini, Bangalore - 147505",711341716290
140,Seema,Goyal,1986-08-17,Other,"621, Esplanade, Guwahati - 246571",250490989573
141,Jai,Tripathi,1982-10-24,Male,"608, Bandra, Guwahati - 968525",450525458521
142,Pooja,Pillai,1962-10-10,Female,"18, Powai, Meerut - 806538",686304757644
143,Swati,Reddy,1957-12-28,Female,"28, Sector 18, Kochi - 378429",741739153942
144,Aadhya,Shaikh,1971-04-24,Other,"492, Hennur, Chandigarh - 759581",821413075429
145,Diya,Qureshi,1998-11-08,Female,"971, Anna Nagar, Ahmedabad - 300052",781702289465
146,Swati,Pandey,1981-03-14,Female,"421, Rohini, Bhubaneswar - 594515",581117672542
147,Vedant,Ansari,1962-03-17,Male,"333, DLF Phase, Kochi - 651003",902024314077
148,Ankit,Modi,1978-09-11,Male,"693, Porur, Kota - 813814",445215833763
149,Riya,Tiwari,1991-10-16,Other,"286, Saket, Nashik - 335791",983231287229
150,Bharti,Ali,1962-04-23,Female,"325, Janakpuri, Rajkot - 687714",430636290339
151,Shweta,Rahman,1989-02-19,Female,"389, Esplanade, Thane - 958131",893690222445
152,Rakesh,Bansal,1989-01-10,Male,"355, Ballygunge, Coimbatore - 787837",983788581667
153,Meera,Shukla,1994-04-27,Female,"956, Saket, Jodhpur - 384816",921440172013
154,Prisha,Agarwal,1960-10-08,Other,"686, Esplanade, Chandigarh - 336634",216553699857
155,Rakesh,Khan,2001-07-11,Male,"103, Sohna Road, Jaipur - 105434",356143021540
156,Kush,Raman,1981-11-30,Male,"488, Janakpuri, Jabalpur - 309145",705437997984
157,Preeti,Bansal,1966-01-30,Female,"668, Nehru Place, Visakhapatnam - 661148",453421026328
158,Kush,Warrier,1949-03-14,Male,"181, Ballygunge, Bangalore - 976823",897741584203
159,Zara,Raghavan,1996-12-31,Female,"297, Sealdah, Bangalore - 109718",964993505193
160,Seema,Rao,2001-06-10,Other,"557, Pitampura, Trivandrum - 240719",724051842709
161,Arya,Shah,1990-04-26,Female,"167, Adyar, Madurai - 779777",657706054926
162,Aryan,Srivastava,2006-12-11,Male,"582, Sohna Road, Indore - 284020",887083959392
163,Kavya,Singh,2002-07-22,Female,"144, Janakpuri, Faridabad - 360097",664477687248
164,Vanya,Shah,1992-08-25,Female,"310, Laxmi Nagar, Kota - 700706",383497176691
165,Aadhya,Raju,1984-12-08,Other,"122, Lajpat Nagar, Nashik - 267476",383516957646
166,Disha,Prasad,1948-12-25,Other,"121, Golf Course Road, Agra - 485398",853360527876
167,Ishaan,Parekh,1946-03-16,Male,"766, Sector 18, Kalyan-Dombivali - 536046",343157964776
168,Vidya,Pillai,1959-09-26,Female,"224, Tambaram, Patna - 813391",704310233911
169,Rakesh,Mehta,1974-08-17,Male,"80, Park Street, Jammu - 217660",756076610661
170,Sunita,Iyer,1973-03-06,Other,"533, Karol Bagh, Ahmedabad - 813342",321214382495
171,Sneha,Dave,1976-02-29,Other,"829, Jayanagar, Madurai - 238354",886861207838
172,Seema,Krishna,1971-01-18,Female,"827, Palace Road, Kota - 122828",557470916067
173,Arjun,Gupta,1960-04-19,Male,"434, Juhu, Jodhpur - 166858",380873461000
174,Fatima,Suresh,2005-05-14,Female,"139, Porur, Jabalpur - 864716",176855083008
175,Anika,Krishna,1979-07-13,Female,"988, DLF Phase, Dehradun - 239450",509827333916
176,Krishna,Venkat,1973-07-17,Male,"229, New Town, Mumbai - 892912",230342679193
177,Meera,Desai,1961-09-14,Other,"844, RT Nagar, Patna - 583001",608087600222
178,Arya,Gupta,1995-12-25,Female,"829, DLF Phase, Ghaziabad - 744794",268990469296
179,Aditya,Dave,2003-02-20,Male,"613, Sohna Road, Udaipur - 151041",362060203245
180,Ankit,Pandey,1982-08-08,Male,"773, Howrah, Hyderabad - 246943",912799944114
181,Nisha,Suresh,1971-06-19,Other,"689, Salt Lake, Faridabad - 348412",354645447539
182,Vihaan,Ansari,1981-05-09,Male,"972, Laxmi Nagar, Ajmer - 283641",674066241127
183,Sita,Rao,1972-08-02,Female,"688, Thane, Chandigarh - 434218",845717962258
184,Fatima,Ramesh,1998-05-13,Female,"551, Janakpuri, Patna - 990599",558257155202
185,Aadhya,Ansari,1998-08-30,Other,"423, Dadar, Shimla - 655737",427385361962
186,Sandeep,Bansal,1991-04-11,Male,"945, Karol Bagh, Kalyan-Dombivali - 196956",525777686278
187,Vijay,Siddiqui,2004-05-13,Male,"618, Electronic City, Chennai - 297304",896869486866
188,Ira,Khan,1961-11-18,Other,"214, Howrah, Meerut - 417916",936679603505
189,Nitesh,Ramesh,1946-12-04,Male,"491, Park Street, Patna - 829418",331994091775
190,Ravi,Suresh,1982-04-18,Male,"290, Thane, Madurai - 659573",875689998101
191,Lara,Ali,1991-06-17,Female,"478, Malleswaram, Kota - 592297",493628260892
192,Zara,Mishra,1981-01-19,Female,"760, Banashankari, Delhi - 373442",504599351747
193,Riya,Shah,1981-05-05,Other,"236, Thane, Jammu - 973845",738163557720
194,Anvi,Ramesh,1966-11-11,Other,"842, Dwarka, Kota - 772866",646516248963
195,Sita,Kumar,1997-12-26,Female,"144, Adyar, Dehradun - 612037",640047444420
196,Diya,Warrier,1946-01-17,Other,"868, BTM Layout, Gwalior - 150872",696525278420
197,Kiara,Chandra,1999-11-08,Female,"155, Koramangala, Bhopal - 630300",107577777649
198,Sohan,Malik,1968-11-22,Male,"935, Janakpuri, Gwalior - 611553",509980439699
199,Anaya,Hassan,1972-07-01,Other,"740, Brigade Road, Dehradun - 400615",104362534724
200,Naya,Singh,1964-07-26,Other,"110, Park Street, Pune - 649858",649829440782
201,Om,Modi,1968-09-09,Male,"274, OMR, Thane - 182858",362632514901
202,Disha,Krishna,1992-12-08,Other,"848, Rajarhat, Kolkata - 785492",604255048076
203,Dinesh,Ansari,2002-07-13,Male,"488, Jayanagar, Raipur - 109910",936014930826
204,Aryan,Shah,1976-07-21,Male,"580, Rajarhat, Pune - 653816",287702290673
205,Sachin,Khan,1994-12-29,Male,"278, Electronic City, Chennai - 817676",146897401666
206,Fatima,Raghavan,1971-11-02,Other,"871, Andheri, Delhi - 317222",408918034515
207,Kiara,Tripathi,1955-07-30,Other,"167, Nehru Place, Patna - 694224",257140123551
208,Kriti,Singhal,1986-07-25,Other,"810, Anna Nagar, Kota - 182238",844700757105
209,Pihu,Warrier,2004-02-14,Female,"78, Bandra, Ranchi - 906361",918194675138
210,Tara,Dave,2006-11-09,Female,"503, RT Nagar, Rajkot - 679903",536349816629
211,Vidya,Desai,1996-11-19,Female,"88, Porur, Bhubaneswar - 409728",516359038158
212,Sara,Desai,2003-02-09,Other,"729, OMR, Raipur - 261772",374010560537
213,Saanvi,Tripathi,1984-02-03,Female,"456, Powai, Ludhiana - 207198",528378557598
214,Rahul,Ahmed,1980-08-18,Male,"418, Malleswaram, Delhi - 193973",195058393769
215,Ravi,Krishnan,1969-10-26,Male,"395, Koramangala, Agra - 533912",707110439018
216,Ahaan,Qureshi,1961-09-29,Male,"534, Hennur, Ujjain - 499227",956364078319
217,Sara,Jain,1988-05-16,Female,"172, Connaught Place, Ludhiana - 541558",251051859836
218,Ahaan,Venkat,1984-05-31,Male,"641, Dwarka, Ranchi - 746625",629568403524
219,Ramesh,Shah,1999-05-01,Male,"862, Cyber City, Surat - 943136",603351046848
220,Nira,Krishnan,1986-07-27,Female,"667, Sector 18, Jaipur - 415030",464480366430
221,Fatima,Joshi,1995-08-11,Other,"992, Andheri, Agra - 870572",762802209928
222,Prisha,Patel,1946-10-26,Female,"386, Brigade Road, Thane - 482747",798769522845
223,Preeti,Ansari,1973-03-22,Other,"28, Adyar, Madurai - 842777",321465051615
224,Nira,Iyer,1954-12-03,Female,"815, OMR, Ghaziabad - 805669",581936770150
225,Vidya,Goyal,1988-04-09,Other,"733, Connaught Place, Surat - 177559",252468346350
226,Raya,Subramanian,1982-09-17,Other,"891, Anna Nagar, Ghaziabad - 670054",626554116458
227,Radha,Subramanian,1963-09-20,Female,"88, Malleswaram, Patna - 789546",967741298945
228,Sachin,Rao,1966-10-02,Male,"694, MG Road Gurgaon, Thane - 889246",489401895165
229,Kabir,Ahmed,2007-02-09,Male,"765, Pitampura, Shimla - 708718",575866188934
230,Kiran,Suresh,1979-06-13,Male,"696, Laxmi Nagar, Jodhpur - 624777",734313688652
231,Mahesh,Subramanian,1977-02-10,Male,"985, Indiranagar, Ahmedabad - 971700",478604566605
232,Kiran,Nair,1985-05-11,Male,"212, Pitampura, Kochi - 465220",902904090383
233,Sunita,Jain,1961-12-15,Female,"308, Electronic City, Udaipur - 220676",205124317610
234,Nitesh,Tiwari,1964-03-30,Male,"529, Marathahalli, Shimla - 267915",810143112413
235,Mira,Joshi,1946-08-08,Female,"645, Marathahalli, Nagpur - 771591",715601913080
236,Lara,Yadav,2006-12-20,Female,"461, Laxmi Nagar, Noida - 507724",575269518531
237,Rakesh,Menon,1994-05-25,Male,"816, BTM Layout, Jammu - 206695",873113226056
238,Arya,Dubey,1987-04-15,Female,"687, Howrah, Trivandrum - 653350",304169383658
239,Smita,Shaikh,1969-07-20,Female,"117, Juhu, Rajkot - 986590",804228248578
240,Dev,Tripathi,1955-11-23,Male,"941, Cyber City, Srinagar - 188869",780571329007
241,Arya,Singh,2000-04-10,Female,"383, Anna Nagar, Lucknow - 635639",248915578881
242,Lalita,Singh,1999-10-13,Other,"499, Golf Course Road, Dehradun - 827118",561229937700
243,Ivan,Singhal,1972-03-16,Male,"192, Andheri, Coimbatore - 749499",812617370241
244,Rahul,Ahmed,1995-07-31,Male,"669, Dwarka, Ghaziabad - 817957",632617105267
245,Pari,Bansal,1954-08-16,Other,"579, Whitefield, Visakhapatnam - 406279",557378479965
246,Hitesh,Parekh,1973-05-06,Male,"580, Velachery, Trivandrum - 676430",400788135049
247,Meera,Pillai,2000-05-25,Other,"376, Vasant Kunj, Bangalore - 896923",222452979272
248,Kriti,Warrier,1994-07-04,Other,"670, Tambaram, Patna - 412171",584124333765
249,Zara,Mittal,1985-02-15,Female,"795, ECR, Patna - 320074",594059667546
250,Bharti,Malik,1963-06-28,Other,"648, Connaught Place, Kanpur - 746082",910935793294
251,Vihaan,Qureshi,1955-04-26,Male,"360, Vasant Kunj, Ludhiana - 725851",959591468814
252,Navya,Qureshi,1945-12-10,Female,"274, Rajarhat, Guwahati - 812297",286997587025
253,Vihaan,Shukla,1946-07-30,Male,"888, MG Road Gurgaon, Jaipur - 835500",206580390453
254,Jai,Tiwari,1998-12-11,Male,"780, New Town, Ujjain - 511777",245453700878
255,Kavita,Desai,1967-05-21,Other,"463, BTM Layout, Raipur - 933198",256721031901
256,Harsh,Prasad,1982-09-24,Male,"959, Sealdah, Kalyan-Dombivali - 576783",945593698451
257,Preeti,Iyer,1970-01-28,Female,"751, Indiranagar, Kota - 580719",636657254891
258,Meera,Joshi,1985-02-26,Other,"224, Connaught Place, Bhopal - 618747",832871059709
259,Myra,Qureshi,1986-09-19,Female,"873, Dwarka, Meerut - 815708",453340675206
260,Jai,Parekh,2001-11-26,Male,"17, Rajajinagar, Kanpur - 562722",154813463654
261,Myra,Raman,1995-12-30,Female,"666, Palace Road, Kanpur - 387331",101960730480
262,Vidya,Gopalan,1991-02-12,Female,"665, Hennur, Hyderabad - 515595",817660430611
263,Sudha,Bansal,1963-04-14,Other,"721, Malleswaram, Mumbai - 323789",437694399000
264,Vijay,Dave,1970-04-17,Male,"10, Koramangala, Jodhpur - 460264",183652247871
265,Kiara,Mishra,1963-03-16,Female,"393, Indiranagar, Kota - 945107",232358475445
266,Nita,Suresh,1984-05-05,Female,"833, Tambaram, Jaipur - 772742",212109071062
267,Aarav,Malik,2003-09-19,Male,"666, Hennur, Coimbatore - 468248",847293987706
268,Kavita,Malik,1960-03-30,Other,"704, Karol Bagh, Bhopal - 190899",335031055932
269,Yogesh,Desai,1959-02-19,Male,"360, Connaught Place, Faridabad - 929505",211225019785
270,Priya,Siddiqui,1966-02-08,Female,"615, Adyar, Ranchi - 398762",371183505731
271,Rekha,Siddiqui,1951-05-07,Other,"522, HSR Layout, Ajmer - 510781",128735375961
272,Dinesh,Mittal,1957-04-16,Male,"247, Dwarka, Raipur - 722781",809938947274
273,Dinesh,Krishnan,1984-06-05,Male,"860, Nehru Place, Ghaziabad - 483163",680125579198
274,Hitesh,Jain,1959-08-31,Male,"18, Laxmi Nagar, Chennai - 114464",849670891611
275,Aryan,Joshi,1948-01-31,Male,"519, Church Street, Raipur - 847246",337349278479
276,Anika,Reddy,1980-12-13,Female,"550, Vasant Kunj, Bhubaneswar - 260098",943965578930
277,Ira,Menon,2002-09-30,Female,"160, Vasant Kunj, Faridabad - 509712",191386028091
278,Disha,Prasad,1964-11-03,Other,"448, Adyar, Patna - 160719",798303430374
279,Nisha,Agarwal,2000-08-20,Female,"317, DLF Phase, Ajmer - 790018",195539313082
280,Sanjay,Sharma,2006-12-05,Male,"168, Dwarka, Rajkot - 648411",292159663688
281,Myra,Srinivas,1991-03-12,Other,"800, Howrah, Ludhiana - 868539",961214914381
282,Deepak,Jain,1986-07-09,Male,"270, T Nagar, Jammu - 758016",232656141300
283,Neha,Iyer,1975-06-02,Female,"581, Hennur, Kalyan-Dombivali - 264952",645791859857
284,Yogesh,Mittal,1950-10-22,Male,"234, Velachery, Guwahati - 102694",947204272532
285,Dinesh,Subramanian,2005-08-12,Male,"154, Marathahalli, Bangalore - 679721",116591151557
286,Prisha,Trivedi,1981-04-11,Other,"938, Adyar, Faridabad - 384435",914815514919
287,Shweta,Gopalan,1984-02-17,Other,"54, Marathahalli, Visakhapatnam - 943410",185152008721
288,Kira,Tripathi,1952-05-25,Female,"336, Indiranagar, Shimla - 578934",174736403158
289,Rudra,Srinivas,1989-10-26,Male,"638, Commercial Street, Madurai - 486163",503761153175
290,Aryan,Tiwari,1961-09-25,Male,"155, Koramangala, Ghaziabad - 125072",953721873297
291,Saanvi,Shah,1967-12-29,Female,"2, Tambaram, Gwalior - 494553",693706204534
292,Rekha,Tiwari,1988-02-07,Other,"430, Dwarka, Hyderabad - 249290",911100304578
293,Yash,Hassan,2005-04-29,Male,"423, Anna Nagar, Kalyan-Dombivali - 580729",407999202121
294,Krishna,Reddy,1970-02-17,Male,"840, Borivali, Chennai - 720648",924524434492
295,Navya,Dubey,1965-03-08,Female,"872, Andheri, Thane - 834765",166863280923
296,Pihu,Jain,1987-08-09,Female,"967, HSR Layout, Jaipur - 917824",911026834210
297,Ganesh,Parekh,1998-02-06,Male,"322, Dadar, Ahmedabad - 661958",743257881637
298,Kira,Mittal,1988-08-09,Female,"93, Hennur, Ujjain - 418993",330941837832
299,Hira,Iyer,1969-01-07,Other,"336, Banashankari, Kolkata - 845703",876643417060
300,Anvi,Pillai,2004-11-10,Other,"179, Whitefield, Thane - 996115",535319600415
301,Seema,Garg,1972-04-04,Other,"824, OMR, Jaipur - 227353",711827545254
302,Ramesh,Mehta,1999-04-27,Male,"703, Golf Course Road, Jabalpur - 188122",164475864041
